From Date,PM2.5,NO,NO2,NOx,NH3,SO2,CO,Ozone,RH,WS,WD,BP,AT
2024-11-27,53.19,1.72,7.23,0.68,8.4,12.76,0.32656250000000003,5.59,79.82,0.56,195.13,963.04,24.73
2024-11-28,75.65,2.33,7.9,1.9,8.26,12.87,0.32083333333333336,5.36,71.21,0.63,209.75,962.34,25.99
2024-11-29,59.73,1.95,7.75,1.31,8.34,12.91,0.3151041666666667,5.18,75.12,0.57,201.13,962.34,24.91
2024-11-30,57.78,1.99,7.4,1.14,8.37,13.13,0.309375,5.36,81.4,0.41,203.47,961.3,25.5
2024-12-01,60.05,1.74,7.07,0.59,8.43,12.9,0.3036458333333334,5.61,90.28,0.43,201.7,959.67,24.87
2024-12-02,35.98,1.64,6.95,0.52,8.51,15.37,0.2979166666666667,5.24,91.22,0.64,199.75,959.74,24.98
2024-12-03,23.99,1.7,6.99,0.52,8.44,13.44,0.29218750000000004,5.13,86.68,0.6,203.89,962.65,25.39
2024-12-04,43.05,2.43,7.67,1.91,8.26,13.47,0.28645833333333337,5.12,81.81,0.72,188.97,964.52,25.89
2024-12-05,45.33,2.43,7.44,1.66,8.29,14.14,0.2807291666666667,4.94,78.14,0.6,187.73,965.41,26.65
2024-12-06,31.93,2.59,7.25,1.75,8.25,16.87,0.275,5.09,77.63,0.56,197.49,965.55,26.79
2024-12-07,28.62,2.53,7.25,1.61,8.28,16.33,0.26927083333333335,5.03,77.05,0.54,197.33,965.18,26.94
2024-12-08,31.45,2.82,8.12,2.68,8.22,21.38,0.2635416666666667,5.4,75.18,0.6,198.88,965.32,26.43
2024-12-09,56.04,3.17,10.03,4.62,7.92,23.43,0.2578125,5.53,74.28,0.55,209.2,964.92,26.19
2024-12-10,79.6,10.07,21.88,22.49,7.12,24.09,0.2520833333333333,5.46,73.55,0.49,198.23,964.62,26.8
2024-12-11,64.24,2.88,11.25,5.25,7.82,21.88,0.2463541666666667,5.31,73.29,0.73,193.98,964.93,26.07
2024-12-12,46.19,3.26,10.06,4.74,7.86,21.65,0.24062500000000003,5.32,90.84,0.81,181.72,963.71,23.56
2024-12-13,36.04,3.25,9.51,4.31,7.93,22.3,0.23489583333333336,5.22,97.1,0.92,190.91,964.35,22.91
2024-12-14,76.92,3.12,9.33,3.96,7.96,21.71,0.22916666666666669,5.35,92.48,0.59,204.1,966.2,23.45
2024-12-15,70.64,3.0,9.38,3.89,8.01,21.3,0.2234375,5.36,76.22,0.69,212.08,966.95,24.0
2024-12-16,74.42,3.03,9.57,4.09,7.98,21.49,0.21770833333333334,5.27,73.45,0.59,224.74,966.01,24.17
2024-12-17,77.44,3.74,9.91,5.23,7.85,21.11,0.21197916666666666,5.47,71.96,0.57,231.23,964.77,25.05
2024-12-18,63.49,3.06,9.63,4.17,7.97,22.72,0.20625000000000004,5.4,74.49,0.54,220.82,963.74,26.2
2024-12-19,54.46,2.72,9.68,3.8,8.03,23.41,0.20052083333333337,5.17,75.41,0.54,212.98,963.59,27.03
2024-12-20,53.56,2.17,9.45,2.94,8.13,23.77,0.1947916666666667,5.56,77.53,0.57,206.53,963.3,27.12
2024-12-21,54.01,2.22,9.49,3.04,8.12,23.63,0.18906250000000002,5.49,79.65,0.56,205.41,964.0,26.71
2024-12-22,42.76,2.25,9.4,3.01,8.11,22.85,0.18333333333333335,5.51,80.17,0.51,211.6,964.72,25.49
2024-12-23,29.89,3.54,9.27,4.48,7.93,23.26,0.17760416666666667,5.4,68.97,0.49,224.14,964.79,25.6
2024-12-24,45.04,3.24,9.3,4.13,7.98,21.63,0.171875,5.4,71.33,0.54,231.92,964.6,25.69
2025-01-03,63.55,2.36,9.34,3.05,8.06,22.7,0.16614583333333333,5.37,60.27,0.71,197.08,966.64,26.03
2025-01-04,71.77,2.72,9.34,3.54,8.05,20.26,0.16041666666666665,5.49,69.92,0.64,211.58,966.47,23.89
2025-01-05,73.45,2.54,9.6,3.51,8.06,19.58,0.15468750000000003,5.55,71.15,0.62,220.37,966.48,23.96
2025-01-06,64.98,2.48,9.75,3.6,8.04,19.96,0.14895833333333336,5.5,71.08,0.63,224.3,966.23,23.99
2025-01-07,80.1,5.86,9.3,7.65,7.98,21.16,0.14322916666666669,5.47,71.34,0.56,215.22,966.06,23.92
2025-01-08,68.69,2.2,7.21,1.19,8.36,13.66,0.1375,4.58,72.85,0.6,190.01,965.7,25.41
2025-01-09,80.44,2.37,7.4,1.61,8.3,14.07,0.13177083333333334,4.67,72.06,0.62,191.81,966.84,23.95
2025-01-10,78.69,2.74,7.64,2.19,8.24,13.81,0.12604166666666666,4.5,73.75,0.64,200.54,967.85,24.85
2025-01-11,72.96,2.93,7.98,2.71,8.18,13.81,0.12031249999999999,4.42,75.1,0.54,189.15,968.24,25.08
2025-01-12,51.77,2.33,7.33,1.44,8.33,13.74,0.11458333333333337,4.61,71.76,0.73,183.84,967.4,26.08
2025-01-13,38.71,2.22,7.31,1.3,8.35,13.6,0.1088541666666667,4.57,77.53,0.58,190.71,966.11,25.87
2025-01-14,21.09,2.06,7.06,0.91,8.39,13.6,0.10312500000000002,4.69,78.57,0.75,178.58,967.06,25.51
2025-01-15,22.37,2.16,7.22,1.15,8.36,13.46,0.09739583333333335,4.64,74.08,0.81,186.55,967.86,25.38
2025-01-16,33.29,2.24,7.34,1.34,8.33,13.37,0.09166666666666667,4.69,69.29,0.65,191.39,967.77,25.29
2025-01-17,69.64,2.14,7.35,1.25,8.34,13.48,0.0859375,4.57,72.81,0.72,188.94,966.45,24.65
2025-01-18,73.02,2.23,7.34,1.33,8.34,13.38,0.08020833333333333,4.56,73.16,0.75,192.07,965.97,23.99
2025-01-19,48.35,2.24,7.31,1.33,8.33,13.38,0.07447916666666665,4.41,84.71,0.66,202.44,966.12,23.7
2025-01-20,32.65,2.82,7.58,2.26,8.21,13.65,0.06874999999999998,4.17,75.54,0.63,200.94,965.38,25.86
2025-01-21,62.13,2.65,8.18,2.52,8.18,13.42,0.06302083333333336,4.28,65.96,0.62,217.51,964.91,24.79
2025-01-22,66.63,2.68,8.38,2.74,8.15,13.86,0.057291666666666685,4.18,69.15,0.71,210.53,965.02,25.3
2025-01-23,65.06,2.33,7.81,1.83,8.27,13.73,0.05156250000000001,4.5,72.97,0.61,190.27,965.19,25.65
2025-01-24,41.52,2.26,7.62,1.58,8.28,15.21,0.04583333333333339,4.86,69.59,0.74,180.25,964.97,25.32
2025-01-25,44.69,2.57,7.84,2.23,8.19,14.53,0.04010416666666672,4.9,68.88,0.73,207.91,965.46,25.44
2025-01-26,39.55,2.18,7.61,1.5,8.32,13.65,0.034375000000000044,4.79,61.63,0.73,193.93,965.33,25.61
2025-01-27,41.98,2.32,7.62,1.67,8.29,13.84,0.02864583333333337,4.77,63.29,0.65,207.28,964.87,25.15
2025-01-28,64.54,2.4,8.11,2.16,8.24,13.86,0.022916666666666696,4.96,61.84,0.66,206.81,965.32,25.32
2025-01-29,77.46,2.37,8.38,2.33,8.21,14.08,0.017187500000000022,5.1,63.26,0.8,201.91,966.04,25.92
2025-01-30,66.6,2.54,8.47,2.61,8.18,14.9,0.011458333333333348,5.29,70.55,0.68,202.1,965.76,26.16
2025-01-31,55.74,3.04,8.82,3.5,8.07,15.91,0.005729166666666674,5.65,72.88,0.65,197.83,965.02,27.16
2025-02-01,39.92,2.53,8.39,2.53,8.18,16.47,0.0,5.76,68.87,0.67,190.39,965.67,27.53
2025-02-02,34.99,2.36,8.49,2.41,8.2,17.05,0.0,5.53,65.62,0.7,196.31,965.77,27.64
2025-02-03,42.88,2.48,8.47,2.52,8.16,18.05,0.0,5.51,64.09,0.61,189.12,966.32,26.22
2025-02-04,54.91,2.73,9.1,3.36,8.06,18.42,0.0,5.17,51.67,0.76,219.99,966.54,26.6
2025-02-05,73.2,2.57,9.69,3.65,8.04,21.65,0.0,5.71,55.8,0.79,216.35,965.79,26.52
2025-02-06,65.75,2.77,8.85,3.23,8.08,18.21,0.0,5.39,58.75,0.79,218.04,965.45,26.31
2025-02-07,54.88,2.69,8.58,2.89,8.14,17.54,0.0,5.16,55.71,0.73,192.99,966.75,26.11
2025-02-08,62.69,2.79,8.57,2.99,8.12,17.56,0.0,5.57,54.38,0.8,210.35,966.7,26.37
2025-02-09,71.15,2.49,8.6,2.65,8.17,17.66,0.0,5.56,58.36,0.76,206.24,966.17,26.85
2025-02-10,76.23,2.49,8.71,2.74,8.14,17.88,0.0,5.2,60.4,0.7,204.57,967.16,26.42
2025-02-11,61.5,2.44,8.97,2.89,8.15,17.73,0.0,5.35,56.6,0.66,207.69,967.42,26.41
2025-02-12,55.51,2.62,9.24,3.32,8.08,17.76,0.0,5.38,58.84,0.87,215.72,967.1,26.85
2025-02-13,48.39,2.84,9.64,3.95,8.0,18.39,0.0,5.43,49.51,0.81,227.18,966.82,27.46
2025-02-14,53.46,2.41,9.3,3.17,8.1,24.49,0.0,5.44,49.85,0.79,227.9,966.08,27.5
2025-02-15,73.1,2.7,8.75,3.02,8.09,9.81,0.0,5.42,54.96,0.61,225.79,963.39,27.41
2025-02-16,52.5,2.54,8.55,2.68,8.16,1.33,0.0,5.35,48.95,0.86,219.39,964.87,27.47
2025-02-17,74.06,4.22,8.09,4.38,8.12,4.91,0.0,5.26,59.68,0.72,203.13,966.77,26.96
2025-02-18,59.83,3.78,8.68,4.38,7.97,4.61,0.0,5.21,54.11,0.7,220.02,966.77,27.26
2025-02-19,57.34,3.62,9.16,4.51,7.93,2.73,0.0,5.35,55.81,0.75,224.41,964.21,27.68
2025-02-20,39.57,3.61,8.57,4.0,7.99,3.42,0.0,5.14,60.13,0.73,210.25,964.67,27.92
2025-02-21,45.11,3.37,8.26,3.46,8.07,3.61,0.0,5.28,57.33,0.79,212.23,967.55,28.05
2025-02-22,34.55,3.05,7.49,2.71,8.23,4.06,0.0,5.31,60.6,0.73,200.35,966.18,27.91
2025-02-23,23.68,3.09,7.49,2.5,8.23,4.52,0.0,5.18,57.65,0.84,201.39,967.89,28.54
2025-02-24,28.93,2.92,7.23,2.41,8.26,10.59,0.0,5.1,55.7,0.9,209.89,967.33,27.49
2025-02-25,35.62,4.81,9.38,6.13,8.02,14.26,0.0,5.4,46.43,1.11,193.83,968.28,31.04
2025-02-26,47.59,3.51,8.94,4.2,7.94,8.26,0.0,5.35,52.31,0.82,201.47,968.59,28.34
2025-02-27,44.21,3.1,8.66,3.45,8.06,8.11,0.0,5.39,50.74,0.79,201.07,967.43,28.39
2025-02-28,30.31,3.14,8.3,3.26,8.09,8.55,0.0,5.18,60.6,0.9,184.91,966.51,28.48
2025-03-01,31.44,3.28,8.04,3.17,8.1,7.5,0.0,5.4,64.73,0.87,187.85,965.32,29.32
2025-03-02,33.58,3.52,7.68,3.18,8.09,7.05,0.0,4.96,67.61,0.75,195.99,964.91,28.6
2025-03-03,32.88,3.81,7.93,3.73,8.03,7.17,0.0,5.11,66.26,0.77,209.36,965.1,29.24
2025-03-04,35.69,3.98,8.23,4.18,7.97,7.48,0.0,5.13,52.55,0.81,215.97,965.14,30.26
2025-03-05,41.73,3.65,8.3,3.84,8.01,7.28,0.0,5.15,52.95,0.8,220.02,965.31,29.72
2025-03-06,53.21,2.9,7.9,2.59,8.17,7.4,0.0,5.04,63.79,0.72,218.01,965.7,30.1
2025-03-07,54.63,2.99,7.83,2.65,8.17,7.31,0.0,5.85,61.61,0.85,223.64,964.57,29.64
2025-03-08,55.81,3.27,8.16,3.26,8.09,7.08,0.0,4.94,66.08,0.86,224.58,963.51,29.48
2025-03-09,46.2,3.03,7.99,2.84,8.12,7.06,0.0,5.25,58.19,0.83,199.65,964.05,29.54
2025-03-10,36.59,3.17,7.71,2.83,8.13,8.93,0.0,5.38,57.82,0.82,201.31,966.11,27.93
2025-03-11,35.05,3.47,7.56,3.02,8.1,8.1,0.0,5.03,74.54,0.53,181.19,965.33,25.2
2025-03-12,18.12,3.5,7.56,3.06,8.08,4.59,0.0,4.94,89.38,0.84,221.42,965.52,24.79
2025-03-13,21.11,3.61,7.31,2.99,8.11,5.04,0.0,5.21,72.99,0.76,219.37,964.84,27.81
2025-03-14,36.99,4.16,7.78,4.04,7.98,6.22,0.0,5.08,63.89,0.67,217.72,965.17,28.51
2025-03-15,47.84,4.13,7.97,4.16,7.98,6.22,0.0,6.62,60.04,0.79,211.26,965.68,28.52
2025-03-16,24.68,3.67,7.88,3.53,8.04,7.02,0.0,6.28,65.1,0.84,223.5,965.92,29.02
2025-03-17,27.12,3.55,7.98,3.45,8.05,8.0,0.0,5.94,77.95,0.67,220.08,965.37,27.7
2025-03-18,31.48,3.85,7.88,3.78,8.01,6.93,0.0,5.3,68.98,0.82,224.33,965.29,29.31
2025-03-19,22.09,4.19,8.1,4.33,7.95,6.66,0.0,5.01,67.57,0.83,211.5,966.93,29.63
2025-03-20,19.95,3.61,7.79,3.38,8.07,6.73,0.0,5.042,62.75,0.82,205.15,968.29,29.87
2025-03-21,23.68,3.67,7.93,3.56,8.05,6.78,0.0,5.074,65.85,0.87,209.73,968.28,29.97
2025-03-22,24.46,3.53,7.97,3.41,8.05,7.3,0.0,5.106,66.86,0.79,203.82,967.33,29.38
2025-03-23,20.18,3.4,7.89,3.2,8.1,6.47,0.0,5.138,66.02,0.73,207.26,967.17,29.74
2025-03-24,29.0,8.08,8.1,9.32,8.16,7.87,0.0,5.17,67.77,0.66,203.77,966.73,29.33
2025-03-25,31.32,3.3,7.79,3.01,8.1,7.33,0.0,10.81,62.52,0.77,209.02,964.41,30.27
2025-03-26,42.17,2.94,7.7,2.49,8.18,6.71,0.0,10.81,62.98,0.86,225.31,963.29,29.95
2025-03-27,38.57,2.7,7.37,1.94,8.26,6.47,0.0,10.81,66.85,0.67,215.42,963.12,29.77
2025-03-28,40.92,2.75,7.32,2.06,8.25,6.36,0.0,10.81,65.6,0.7,213.79,962.59,30.56
2025-03-29,41.76,2.74,7.32,1.96,8.25,6.57,0.0,10.81,61.6,0.73,217.84,962.49,30.67
2025-03-30,47.12,3.13,8.07,3.01,8.12,6.04,0.0,10.81,45.91,0.8,234.65,963.71,30.45
2025-03-31,44.5,3.05,7.84,2.73,8.16,5.55,0.0,10.81,61.17,0.86,222.41,963.51,29.0
2025-04-01,46.91,2.75,7.71,2.26,8.22,5.3,0.0,10.81,67.99,0.75,212.25,962.88,29.48
2025-04-02,42.92,2.84,7.61,2.3,8.22,5.2,0.0,10.81,67.29,0.92,213.38,963.74,29.1
2025-04-03,30.1,3.37,7.57,2.91,8.13,4.99,0.0,10.81,76.27,0.75,209.8,965.79,27.98
2025-04-04,20.01,3.86,7.67,3.58,8.05,4.87,0.0,10.81,77.01,0.89,216.49,965.65,27.89
2025-04-05,16.08,3.31,7.64,2.89,8.14,4.52,0.0,10.81,83.57,1.36,154.47,965.04,26.32
2025-04-06,22.87,3.39,7.64,2.98,8.12,4.62,0.0,10.81,76.79,0.73,217.06,963.93,28.36
2025-04-07,30.69,3.9,8.02,3.92,8.0,4.64,0.0,10.81,69.66,0.67,218.92,964.17,28.94
2025-04-08,34.74,4.09,8.01,4.13,7.97,5.24,0.0,10.81,71.36,0.78,218.68,964.84,30.04
2025-04-09,37.54,3.73,8.1,3.77,8.02,5.47,0.0,10.81,67.51,0.77,221.1,964.36,29.92
2025-04-10,30.5,3.16,8.0,2.98,8.13,5.61,0.0,10.81,73.92,0.73,212.1,962.6,29.04
2025-04-11,31.94,3.13,8.09,3.03,8.1,5.75,0.0,10.81,73.49,0.71,202.45,962.54,29.05
2025-04-12,31.4,3.46,8.3,3.59,8.04,5.79,0.0,10.81,76.88,0.83,216.91,963.24,27.87
2025-04-13,33.36,3.48,7.94,3.34,8.08,5.4,0.0,10.81,76.39,0.66,209.87,963.75,28.21
2025-04-14,52.76,3.67,8.23,3.8,8.01,5.36,0.0,10.81,68.59,0.77,221.03,963.46,29.57
2025-04-15,31.92,3.03,8.24,3.02,8.12,5.28,0.0,10.81,62.82,0.98,229.3,964.01,29.25
2025-04-16,38.59,3.11,7.98,2.91,8.14,5.44,0.0,10.81,70.65,0.83,220.77,964.05,29.59
2025-04-17,37.79,3.1,7.8,2.76,8.15,5.62,0.0,10.81,74.31,0.72,216.19,963.39,29.87
2025-04-18,34.84,3.3,7.77,2.98,8.12,5.66,0.0,10.81,73.89,0.75,217.49,962.92,29.81
2025-04-19,31.8,3.32,7.72,2.97,8.13,5.57,0.0,10.81,73.0,0.7,211.44,962.63,29.43
2025-04-20,28.67,3.11,7.61,2.62,8.18,5.61,0.0,10.81,70.58,0.74,216.68,962.88,29.97
2025-04-21,33.99,3.1,7.46,2.49,8.2,5.53,0.0,10.81,71.88,0.8,216.58,964.15,30.2
2025-04-22,35.96,3.25,7.57,2.75,8.15,5.93,0.0,10.81,71.04,0.74,216.06,965.14,30.07
2025-04-23,36.91,2.93,7.56,2.37,8.19,5.03,0.0,10.81,73.34,0.81,220.47,963.81,30.12
2025-04-24,32.35,3.07,7.39,2.42,8.17,5.88,0.0,10.81,71.5,0.75,218.24,962.69,30.03
2025-04-25,31.49,3.45,7.51,2.96,8.13,5.36,0.0,10.81,71.68,0.78,217.89,962.68,30.25
2025-04-26,42.07,3.24,7.58,2.75,8.15,5.48,0.0,10.81,70.64,0.82,219.28,962.8,30.38
2025-04-27,30.51,3.05,7.57,2.51,8.16,5.43,0.0,10.81,68.65,0.9,223.77,963.47,30.39
2025-04-28,26.16,2.98,7.48,2.37,8.2,5.49,0.0,10.81,66.73,0.76,221.59,962.77,30.3
2025-04-29,31.08,2.66,7.11,1.68,8.31,5.33,0.0,10.81,65.76,0.83,230.42,962.35,30.6
2025-04-30,31.27,2.43,7.05,1.34,8.35,5.83,0.0,10.81,54.53,1.16,253.84,963.27,34.98
2025-05-01,28.85,2.35,7.01,1.23,8.38,5.47,0.0,10.81,61.9,0.9,229.16,963.58,31.77
2025-05-02,36.78,2.59,7.32,1.74,8.26,5.76,0.0,10.81,77.42,0.78,219.79,963.57,27.94
2025-05-03,29.81,2.7,7.19,1.79,8.28,4.86,0.0,10.81,71.94,0.8,219.01,963.37,29.02
2025-05-04,20.01,2.64,7.09,1.63,8.31,4.89,0.0,10.81,71.99,0.83,217.92,962.35,29.61
2025-05-05,16.04,3.03,7.55,2.48,8.18,4.66,0.0,10.81,74.44,0.75,216.25,962.62,28.42
2025-05-06,28.31,3.12,7.41,2.57,8.11,6.15,0.0,10.81,83.42,0.75,218.39,962.6,27.75
2025-05-07,34.76,3.42,7.32,2.77,8.15,4.07,0.0,10.81,76.88,0.75,218.38,962.29,28.63
2025-05-08,30.03,3.34,7.16,2.55,8.17,4.04,0.0,10.81,70.78,0.74,216.41,962.75,29.41
2025-05-09,30.13,3.32,7.07,2.45,8.18,4.33,0.0,10.81,66.77,0.77,216.09,963.22,29.8
2025-05-10,27.63,3.23,7.07,2.34,8.2,4.12,0.0,10.81,66.26,0.74,211.46,963.43,29.69
2025-05-11,23.14,3.1,7.12,2.22,8.23,4.17,0.0,10.81,67.58,0.89,216.55,962.62,29.56
2025-05-12,20.43,2.91,7.02,1.91,8.26,4.25,0.0,10.81,68.51,0.78,208.48,961.41,30.11
2025-05-13,18.63,2.95,7.1,2.02,8.24,4.38,0.0,10.81,70.19,0.81,216.94,961.24,30.27
2025-05-14,23.51,3.13,7.09,2.23,8.2,4.25,0.0,10.81,79.15,0.76,216.78,961.71,28.34
2025-05-15,21.16,3.33,7.06,2.45,8.19,4.09,0.0,10.81,79.72,0.69,216.18,962.25,28.48
2025-05-16,21.84,3.18,6.98,2.2,8.21,4.05,0.0,10.81,72.65,0.71,213.45,961.82,29.29
2025-05-17,26.55,3.4,7.05,2.55,8.15,4.49,0.0,10.81,78.77,0.59,200.12,961.79,28.34
2025-05-18,18.99,3.65,6.98,2.76,8.14,4.17,0.0,10.81,88.64,1.16,176.0,960.4,26.2
